Cycle,Date administered,Democratic candidate,Republican candidate,Libertarian,Green,Undecided,,,
2020,6/14/2020,0.5,0.41,NaN,NaN,0.05,,,
2020,6/13/2020,0.5,0.38,NaN,NaN,0.07,,,
2020,6/12/2020,0.53,0.42,NaN,NaN,0.04,,,
2020,6/12/2020,0.5,0.42,NaN,NaN,NaN,,,
2020,6/10/2020,0.48,0.35,NaN,NaN,0.1,,,
2020,6/9/2020,0.5,0.44,NaN,NaN,0.06,,,
2020,6/11/2020,0.49,0.41,NaN,NaN,0.04,,,
2020,6/8/2020,0.51,0.38,NaN,NaN,0.05,,,
2020,6/8/2020,0.48,0.39,NaN,NaN,NaN,,,
2020,6/11/2020,0.48,0.36,NaN,NaN,0.06,,,
2020,6/11/2020,0.51,0.41,NaN,NaN,NaN,,,
2020,6/6/2020,0.52,0.43,NaN,NaN,0.06,,,
2020,6/6/2020,0.48,0.41,NaN,NaN,NaN,,,
2020,6/9/2020,0.49,0.4,NaN,NaN,0.05,,,
2020,5/28/2020,0.5,0.39,NaN,NaN,NaN,,,
2020,6/7/2020,0.49,0.41,NaN,NaN,0.05,,,
2020,6/8/2020,0.46,0.38,NaN,NaN,0.07,,,
2020,6/2/2020,0.53,0.42,NaN,NaN,0.05,,,
2020,6/7/2020,0.46,0.39,NaN,NaN,0.07,,,
2020,6/1/2020,0.47,0.39,NaN,NaN,NaN,,,
2020,6/4/2020,0.53,0.42,NaN,NaN,0.05,,,
2020,6/4/2020,0.47,0.37,NaN,NaN,0.09,,,
2020,6/3/2020,0.53,0.41,NaN,NaN,NaN,,,
2020,6/3/2020,0.47,0.48,NaN,NaN,NaN,,,
2020,6/2/2020,0.55,0.41,NaN,NaN,0.03,,,
2020,5/21/2020,0.4,0.32,NaN,NaN,0.19,,,
2020,6/2/2020,0.53,0.43,NaN,NaN,0.01,,,
2020,6/1/2020,0.47,0.37,NaN,NaN,0.08,,,
2020,6/2/2020,0.5,0.43,NaN,NaN,0.02,,,
2020,6/2/2020,0.53,0.47,NaN,NaN,NaN,,,
2020,6/1/2020,0.47,0.44,NaN,NaN,0.07,,,
2020,5/31/2020,0.45,0.42,NaN,NaN,NaN,,,
2020,7/2/2020,0.54,0.4,NaN,NaN,0.06,,,
2020,6/1/2020,0.46,0.46,NaN,NaN,NaN,,,
2020,6/1/2020,0.47,0.37,NaN,NaN,NaN,,,
2020,5/31/2020,0.47,0.4,NaN,NaN,0.08,,,
2020,5/28/2020,0.49,0.42,NaN,NaN,0.05,,,
2020,5/26/2020,0.51,0.44,NaN,NaN,0.05,,,
2020,5/31/2020,0.51,0.39,NaN,NaN,NaN,,,
2020,5/29/2020,0.47,0.43,NaN,NaN,0.04,,,
2020,5/28/2020,0.52,0.41,NaN,NaN,0.06,,,
2020,5/25/2020,0.46,0.41,NaN,NaN,NaN,,,
2020,5/16/2020,0.46,0.37,NaN,NaN,NaN,,,
2020,5/29/2020,0.48,0.4,NaN,NaN,0.06,,,
2020,5/28/2020,0.46,0.39,NaN,NaN,0.07,,,
2020,5/21/2020,0.5,0.45,NaN,NaN,0.05,,,
2020,5/25/2020,0.53,0.43,NaN,NaN,0.02,,,
2020,5/21/2020,0.43,0.4,NaN,NaN,0.09,,,
2020,5/20/2020,0.45,0.39,NaN,NaN,0.08,,,
2020,5/26/2020,0.5,0.44,NaN,NaN,0.05,,,
2020,5/26/2020,0.53,0.4,NaN,NaN,NaN,,,
2020,5/23/2020,0.45,0.42,NaN,NaN,0.08,,,
2020,5/19/2020,0.52,0.44,NaN,NaN,0.04,,,
2020,5/18/2020,0.46,0.41,NaN,NaN,NaN,,,
2020,5/16/2020,0.54,0.43,NaN,NaN,0.03,,,
2020,5/20/2020,0.46,0.42,NaN,NaN,0.06,,,
2020,5/18/2020,0.51,0.42,NaN,NaN,NaN,,,
2020,5/17/2020,0.48,0.4,NaN,NaN,0.06,,,
2020,5/19/2020,0.51,0.42,NaN,NaN,NaN,,,
2020,5/18/2020,0.47,0.38,NaN,NaN,0.07,,,
2020,5/18/2020,0.48,0.43,NaN,NaN,NaN,,,
2020,5/17/2020,0.47,0.42,NaN,NaN,0.06,,,
2020,5/12/2020,0.52,0.42,NaN,NaN,0.07,,,
2020,5/14/2020,0.5,0.39,NaN,NaN,0.04,,,
2020,5/13/2020,0.43,0.41,NaN,NaN,0.05,,,
2020,5/11/2020,0.46,0.41,NaN,NaN,NaN,,,
2020,5/14/2020,0.43,0.39,NaN,NaN,0.08,,,
2020,5/9/2020,0.52,0.41,NaN,NaN,0.07,,,
2020,5/2/2020,0.43,0.39,NaN,NaN,NaN,,,
2020,5/13/2020,0.42,0.41,NaN,NaN,0.09,,,
2020,5/13/2020,0.53,0.47,NaN,NaN,NaN,,,
2020,5/12/2020,0.48,0.41,NaN,NaN,NaN,,,
2020,5/11/2020,0.46,0.38,NaN,NaN,NaN,,,
2020,5/10/2020,0.47,0.43,NaN,NaN,0.06,,,
2020,5/5/2020,0.52,0.43,NaN,NaN,0.05,,,
2020,5/7/2020,0.51,0.46,NaN,NaN,0.02,,,
2020,5/4/2020,0.45,0.42,NaN,NaN,NaN,,,
2020,5/8/2020,0.47,0.4,NaN,NaN,0.04,,,
2020,,0.48,0.4,NaN,NaN,0.04,,,
2020,5/7/2020,0.44,0.38,NaN,NaN,0.07,,,
2020,5/2/2020,0.5,0.45,NaN,NaN,0.06,,,
2020,5/6/2020,0.41,0.41,NaN,NaN,0.09,,,
2020,5/5/2020,0.5,0.44,NaN,NaN,NaN,,,
2020,5/4/2020,0.45,0.42,NaN,NaN,0.07,,,
2020,5/4/2020,0.43,0.41,NaN,NaN,0.09,,,
2020,5/3/2020,0.46,0.42,NaN,NaN,0.07,,,
2020,5/2/2020,0.47,0.44,NaN,NaN,0.07,,,
2020,4/28/2020,0.51,0.45,NaN,NaN,0.04,,,
2020,4/30/2020,0.5,0.41,NaN,NaN,0.04,,,
2020,,0.47,0.4,NaN,NaN,0.07,,,
2020,5/2/2020,0.45,0.41,NaN,NaN,0.03,,,
2020,5/1/2020,0.47,0.44,NaN,NaN,0.07,,,
2020,4/27/2020,0.46,0.42,NaN,NaN,NaN,,,
2020,4/30/2020,0.46,0.39,NaN,NaN,0.07,,,
2020,4/25/2020,0.5,0.45,NaN,NaN,0.05,,,
2020,4/28/2020,0.49,0.43,NaN,NaN,0.04,,,
2020,4/16/2020,0.44,0.4,NaN,NaN,NaN,,,
2020,4/27/2020,0.45,0.39,NaN,NaN,0.09,,,
2020,4/26/2020,0.43,0.43,NaN,NaN,NaN,,,
2020,4/28/2020,0.52,0.43,NaN,NaN,NaN,,,
2020,4/26/2020,0.47,0.41,NaN,NaN,0.06,,,
2020,4/26/2020,0.54,0.46,NaN,NaN,NaN,,,
2020,4/21/2020,0.49,0.45,NaN,NaN,0.06,,,
2020,4/20/2020,0.46,0.42,NaN,NaN,NaN,,,
2020,4/23/2020,0.46,0.38,NaN,NaN,0.06,,,
2020,4/21/2020,0.44,0.38,NaN,NaN,0.1,,,
2020,4/18/2020,0.52,0.44,NaN,NaN,0.04,,,
2020,4/23/2020,0.49,0.4,NaN,NaN,0.02,,,
2020,4/21/2020,0.49,0.44,NaN,NaN,NaN,,,
2020,4/19/2020,0.48,0.42,NaN,NaN,0.05,,,
2020,4/15/2020,0.47,0.39,NaN,NaN,0.08,,,
2020,4/14/2020,0.53,0.44,NaN,NaN,NaN,,,
2020,4/19/2020,0.42,0.4,NaN,NaN,0.09,,,
2020,4/16/2020,0.56,0.42,NaN,NaN,NaN,,,
2020,4/19/2020,0.49,0.4,NaN,NaN,NaN,,,
2020,4/13/2020,0.47,0.42,NaN,NaN,NaN,,,
2020,4/17/2020,0.48,0.44,NaN,NaN,0.06,,,
2020,4/16/2020,0.49,0.4,NaN,NaN,0.05,,,
2020,4/11/2020,0.52,0.44,NaN,NaN,0.04,,,
2020,4/14/2020,0.53,0.47,NaN,NaN,NaN,,,
2020,4/14/2020,0.46,0.42,NaN,NaN,0.12,,,
2020,,0.47,0.43,NaN,NaN,0.1,,,
2020,4/13/2020,0.49,0.42,NaN,NaN,0.05,,,
2020,4/13/2020,0.51,0.4,NaN,NaN,0.07,,,
2020,4/9/2020,0.48,0.43,NaN,NaN,NaN,,,
2020,4/14/2020,0.49,0.45,NaN,NaN,NaN,,,
2020,4/13/2020,0.45,0.4,NaN,NaN,NaN,,,
2020,4/12/2020,0.48,0.43,NaN,NaN,0.05,,,
2020,4/11/2020,0.48,0.44,NaN,NaN,0.06,,,
2020,4/7/2020,0.54,0.42,NaN,NaN,0.04,,,
2020,4/8/2020,0.47,0.45,NaN,NaN,0.08,,,
2020,4/6/2020,0.45,0.42,NaN,NaN,NaN,,,
2020,4/4/2020,0.53,0.43,NaN,NaN,0.04,,,
2020,4/6/2020,0.49,0.4,NaN,NaN,0.06,,,
2020,4/6/2020,0.43,0.37,NaN,NaN,NaN,,,
2020,4/5/2020,0.48,0.42,NaN,NaN,0.06,,,
2020,4/4/2020,0.42,0.42,NaN,NaN,0.07,,,
2020,4/3/2020,0.47,0.41,NaN,NaN,NaN,,,
2020,4/3/2020,0.48,0.44,NaN,NaN,0.06,,,
2020,4/3/2020,0.53,0.42,NaN,NaN,0.02,,,
2020,4/3/2020,0.44,0.39,NaN,NaN,0.04,,,
2020,,,,NaN,NaN,,,,
2020,4/2/2020,0.49,0.41,NaN,NaN,0.05,,,
2020,4/3/2020,0.51,0.43,NaN,NaN,0.02,,,
2020,3/30/2020,0.46,0.42,NaN,NaN,NaN,,,
2020,3/28/2020,0.5,0.44,NaN,NaN,0.06,,,
2020,4/3/2020,0.5,0.44,NaN,NaN,0.06,,,
2020,4/2/2020,0.43,0.45,NaN,NaN,0.09,,,
2020,3/29/2020,0.47,0.41,NaN,NaN,0.06,,,
2020,3/30/2020,0.46,0.4,NaN,NaN,NaN,,,
2020,3/29/2020,0.46,0.42,NaN,NaN,NaN,,,
2020,3/27/2020,0.47,0.43,NaN,NaN,0.08,,,
2020,3/23/2020,0.46,0.42,NaN,NaN,NaN,,,
2020,3/26/2020,0.46,0.42,NaN,NaN,0.04,,,
2020,3/26/2020,0.47,0.42,NaN,NaN,NaN,,,
2020,3/26/2020,0.45,0.4,NaN,NaN,NaN,,,
2020,3/21/2020,0.51,0.43,NaN,NaN,0.06,,,
2020,3/25/2020,0.46,0.4,NaN,NaN,0.05,,,
2020,3/24/2020,0.55,0.45,NaN,NaN,NaN,,,
2020,3/22/2020,0.49,0.47,NaN,NaN,0.02,,,
2020,3/22/2020,0.46,0.42,NaN,NaN,0.06,,,
2020,3/21/2020,0.49,0.4,NaN,NaN,0.05,,,
2020,3/20/2020,0.5,0.41,NaN,NaN,NaN,,,
2020,3/18/2020,0.46,0.39,NaN,NaN,NaN,,,
2020,3/10/2020,0.48,0.36,NaN,NaN,0.09,,,
2020,3/23/2020,0.48,0.4,NaN,NaN,0.04,,,
2020,3/18/2020,0.48,0.45,NaN,NaN,0.03,,,
2020,3/16/2020,0.47,0.42,NaN,NaN,NaN,,,
2020,3/18/2020,0.53,0.47,NaN,NaN,NaN,,,
2020,3/15/2020,0.48,0.41,NaN,NaN,0.06,,,
2020,3/13/2020,0.46,0.37,NaN,NaN,0.11,,,
2020,3/11/2020,0.48,0.42,NaN,NaN,NaN,,,
2020,3/11/2020,0.52,0.43,NaN,NaN,0.03,,,
2020,3/5/2020,0.51,0.49,NaN,NaN,NaN,,,
2020,3/10/2020,0.45,0.41,NaN,NaN,0.07,,,
2020,3/8/2020,0.48,0.46,NaN,NaN,NaN,,,
2020,3/8/2020,0.47,0.43,NaN,NaN,0.05,,,
2020,3/6/2020,0.44,0.42,NaN,NaN,0.1,,,
2020,3/5/2020,0.52,0.41,NaN,NaN,0.03,,,
2020,3/5/2020,0.48,0.42,NaN,NaN,NaN,,,
2020,3/5/2020,0.46,0.42,NaN,NaN,NaN,,,
2020,3/4/2020,0.53,0.43,NaN,NaN,0.01,,,
2020,2/20/2020,0.49,0.46,NaN,NaN,0.02,,,
2020,2/26/2020,0.55,0.45,NaN,NaN,NaN,,,
2020,2/26/2020,0.5,0.41,NaN,NaN,0.06,,,
2020,2/23/2020,0.46,0.42,NaN,NaN,NaN,,,
2020,2/23/2020,0.49,0.41,NaN,NaN,0.06,,,
2020,2/19/2020,0.47,0.4,NaN,NaN,NaN,,,
2020,2/20/2020,0.47,0.45,NaN,NaN,0.05,,,
2020,2/17/2020,0.47,0.39,NaN,NaN,NaN,,,
2020,2/16/2020,0.48,0.52,NaN,NaN,NaN,,,
2020,2/14/2020,0.52,0.45,NaN,NaN,0.03,,,
2020,2/14/2020,0.52,0.44,NaN,NaN,NaN,,,
2020,2/14/2020,0.42,0.4,NaN,NaN,0.12,,,
2020,2/13/2020,0.48,0.45,NaN,NaN,NaN,,,
2020,2/12/2020,0.46,0.42,NaN,NaN,NaN,,,
2020,2/13/2020,0.5,0.44,NaN,NaN,0.01,,,
2020,2/7/2020,0.44,0.42,NaN,NaN,0.11,,,
2020,2/5/2020,0.5,0.43,NaN,NaN,0.05,,,
2020,2/4/2020,0.45,0.42,NaN,NaN,NaN,,,
2020,1/30/2020,0.46,0.45,NaN,NaN,NaN,,,
2020,1/27/2020,0.46,0.42,NaN,NaN,NaN,,,
2020,1/23/2020,0.49,0.48,NaN,NaN,0.02,,,
2020,1/26/2020,0.5,0.44,NaN,NaN,0.04,,,
2020,1/15/2020,0.49,0.4,NaN,NaN,0.06,,,
2020,1/20/2020,0.47,0.41,NaN,NaN,NaN,,,
2020,1/21/2020,0.5,0.5,NaN,NaN,NaN,,,
2020,1/20/2020,0.5,0.46,NaN,NaN,0.03,,,
2020,1/20/2020,0.49,0.41,NaN,NaN,NaN,,,
2020,1/19/2020,0.5,0.41,NaN,NaN,0.08,,,
2020,1/16/2020,0.53,0.44,NaN,NaN,0.01,,,
2020,1/15/2020,0.46,0.41,NaN,NaN,NaN,,,
2020,1/15/2020,0.46,0.46,NaN,NaN,NaN,,,
2020,1/14/2020,0.5,0.43,NaN,NaN,NaN,,,
2020,1/6/2020,0.46,0.41,NaN,NaN,NaN,,,
2020,1/3/2020,0.48,0.46,NaN,NaN,0.03,,,
2020,12/30/2019,0.46,0.4,NaN,NaN,NaN,,,
2020,12/28/2020,0.49,0.38,NaN,NaN,NaN,,,
2020,12/18/2020,0.39,0.35,NaN,NaN,0.17,,,
2020,12/18/2020,0.37,0.36,NaN,NaN,0.2,,,
2020,12/15/2020,0.52,0.48,NaN,NaN,NaN,,,
2020,12/12/2020,0.49,0.44,NaN,NaN,0.01,,,
2020,12/6/2020,0.5,0.45,NaN,NaN,0.03,,,
2020,12/8/2020,0.48,0.41,NaN,NaN,0.02,,,
2020,12/4/2020,0.51,0.42,NaN,NaN,0.04,,,
2020,12/5/2019,0.45,0.46,NaN,NaN,NaN,,,
2020,11/20/2020,0.52,0.39,NaN,NaN,NaN,,,
2020,11/15/2020,0.51,0.39,NaN,NaN,NaN,,,
2020,11/17/2020,0.49,0.51,NaN,NaN,NaN,,,
2020,11/8/2019,0.44,0.4,NaN,NaN,NaN,,,
2020,10/25/2020,0.52,0.49,NaN,NaN,NaN,,,
2020,10/27/2020,0.56,0.39,NaN,NaN,0.04,,,
2020,10/27/2020,0.51,0.39,NaN,NaN,0.07,,,
2020,10/27/2020,0.51,0.41,NaN,NaN,NaN,,,
2020,10/27/2020,0.5,0.41,NaN,NaN,0.06,,,
2020,10/25/2020,0.41,0.36,NaN,NaN,NaN,,,
2020,10/18/2020,0.51,0.49,NaN,NaN,NaN,,,
2020,10/17/2020,0.53,0.43,NaN,NaN,0.02,,,
2020,10/17/2020,0.47,0.38,NaN,NaN,0.09,,,
2020,10/15/2020,0.52,0.41,NaN,NaN,NaN,,,
2020,10/1/2020,0.59,0.41,NaN,NaN,NaN,,,
2020,10/6/2020,0.5,0.4,NaN,NaN,0.05,,,
2020,10/4/2020,0.51,0.4,NaN,NaN,0.02,,,
2020,10/1/2020,0.45,0.47,NaN,NaN,NaN,,,
2020,9/26/2020,0.51,0.44,NaN,NaN,0.01,,,
2020,10/1/2020,0.44,0.35,NaN,NaN,0.11,,,
2020,9/26/2020,0.43,0.36,NaN,NaN,0.11,,,
2020,9/23/2020,0.43,0.47,NaN,NaN,NaN,,,
2020,9/23/2020,0.42,0.36,NaN,NaN,0.12,,,
2020,9/21/2020,0.5,0.49,NaN,NaN,NaN,,,
2020,9/16/2020,0.49,0.44,NaN,NaN,NaN,,,
2020,9/15/2020,0.52,0.38,NaN,NaN,0.05,,,
2020,9/13/2020,0.49,0.41,NaN,NaN,NaN,,,
2020,9/3/2020,0.45,0.35,NaN,NaN,0.2,,,
2020,9/2/2020,0.55,0.4,NaN,NaN,NaN,,,
2020,8/22/2020,0.54,0.42,NaN,NaN,0.01,,,
2020,8/24/2020,0.54,0.46,NaN,NaN,NaN,,,
2020,8/21/2020,0.54,0.38,NaN,NaN,0.01,,,
2020,8/16/2020,0.42,0.35,NaN,NaN,NaN,,,
2020,8/11/2020,0.5,0.38,NaN,NaN,0.05,,,
2020,8/1/2020,0.5,0.42,NaN,NaN,NaN,,,
2020,7/25/2020,0.54,0.41,NaN,NaN,0.01,,,
2020,7/27/2020,0.51,0.49,NaN,NaN,NaN,,,
2020,7/25/2020,0.42,0.39,NaN,NaN,0.11,,,
2020,7/21/2020,0.49,0.39,NaN,NaN,0.05,,,
2020,7/7/2020,0.51,0.42,NaN,NaN,0.04,,,
2020,7/6/2020,0.53,0.47,NaN,NaN,NaN,,,
2020,6/23/2020,0.48,0.44,NaN,NaN,NaN,,,
2020,6/28/2020,0.53,0.43,NaN,NaN,NaN,,,
2020,6/21/2020,0.55,0.45,NaN,NaN,NaN,,,
2020,6/22/2020,0.41,0.4,NaN,NaN,0.11,,,
2020,6/9/2020,0.49,0.39,NaN,NaN,0.05,,,
2020,6/10/2020,0.46,0.35,NaN,NaN,NaN,,,
2020,6/6/2020,0.53,0.4,NaN,NaN,0.01,,,
2020,6/7/2020,0.44,0.33,NaN,NaN,NaN,,,
2020,5/29/2020,0.5,0.36,NaN,NaN,0.07,,,
2020,5/25/2020,0.43,0.36,NaN,NaN,0.05,,,
2020,5/18/2020,0.47,0.46,NaN,NaN,0.07,,,
2020,5/12/2020,0.48,0.44,NaN,NaN,NaN,,,
2020,5/11/2020,0.49,0.38,NaN,NaN,0.05,,,
2020,5/10/2020,0.54,0.46,NaN,NaN,NaN,,,
2020,5/2/2020,0.49,0.39,NaN,NaN,NaN,,,
2020,4/28/2020,0.43,0.36,NaN,NaN,0.08,,,
2020,4/25/2020,0.51,0.45,NaN,NaN,NaN,,,
2020,4/25/2020,0.43,0.37,NaN,NaN,0.05,,,
2020,4/19/2020,0.42,0.34,NaN,NaN,NaN,,,
2020,4/11/2020,0.53,0.47,NaN,NaN,NaN,,,
2020,4/6/2020,0.45,0.45,NaN,NaN,NaN,,,
2020,3/31/2020,0.45,0.36,NaN,NaN,0.08,,,
2020,3/27/2020,0.53,0.4,NaN,NaN,NaN,,,
2020,3/17/2020,0.49,0.44,NaN,NaN,NaN,,,
2020,3/17/2020,0.47,0.4,NaN,NaN,0.04,,,
2020,3/17/2020,0.55,0.45,NaN,NaN,NaN,,,
2020,3/17/2020,0.44,0.33,NaN,NaN,0.08,,,
2020,3/9/2020,0.48,0.43,NaN,NaN,NaN,,,
2020,3/8/2020,0.51,0.46,NaN,NaN,NaN,,,
2020,2/22/2020,0.51,0.4,NaN,NaN,NaN,,,
2020,2/14/2020,0.55,0.45,NaN,NaN,NaN,,,
2020,1/31/2020,0.52,0.45,NaN,NaN,NaN,,,
2020,1/30/2020,0.5,0.43,NaN,NaN,NaN,,,
2020,1/19/2020,0.53,0.41,NaN,NaN,NaN,,,
2020,12/16/2020,0.42,0.36,NaN,NaN,NaN,,,
2020,10/24/2020,0.53,0.44,NaN,NaN,NaN,,,
2020,8/16/2020,0.43,0.31,NaN,NaN,NaN,,,
2020,7/26/2020,0.44,0.37,NaN,NaN,NaN,,,
2020,6/8/2020,0.53,0.39,NaN,NaN,NaN,,,
2020,5/10/2020,0.48,0.38,NaN,NaN,NaN,,,
2020,3/23/2020,0.56,0.39,NaN,NaN,NaN,,,
2020,2/9/2020,0.51,0.42,NaN,NaN,NaN,,,
2020,1/14/2020,0.57,0.4,NaN,NaN,0.01,,,
2020,1/12/2020,0.53,0.38,NaN,NaN,NaN,,,0.54
2020,12/11/2020,0.54,0.4,NaN,NaN,NaN,,,0.49
2020,11/9/2020,0.46,0.35,NaN,NaN,NaN,,,0.47
2020,10/27/2020,0.56,0.38,NaN,NaN,NaN,,,0.49
2020,10/19/2020,0.5,0.41,NaN,NaN,NaN,,,0.47
2020,10/12/2020,0.51,0.42,NaN,NaN,NaN,,,0.47
2020,9/22/2020,0.53,0.4,NaN,NaN,NaN,,,0.52
2020,8/18/2020,0.51,0.39,NaN,NaN,NaN,,,0.47
2020,7/14/2020,0.54,0.39,NaN,NaN,NaN,,,0.51
2020,6/9/2020,0.54,0.41,NaN,NaN,NaN,,,0.46
2020,5/12/2020,0.54,0.4,NaN,NaN,NaN,,,0.61
2020,4/17/2020,0.54,0.4,NaN,NaN,NaN,,,0.49
2020,3/27/2020,0.54,0.4,NaN,NaN,NaN,,,0.49
,,,,,,,,,0.52
,,,,,,,,,0.43
,,,,,,,,,0.5
,,,,,,,,,0.49
,,,,,,,,,0.48
,,,,,,,,,0.43
,,,,,,,,,0.47
,,,,,,,,,0.45
,,,,,,,,,0.46
,,,,,,,,,0.49
,,,,,,,,,0.48
,,,,,,,,,0.53
,,,,,,,,,0.53
,,,,,,,,,0.46
,,,,,,,,,0.55
,,,,,,,,,0.47
,,,,,,,,,0.47
,,,,,,,,,0.47
,,,,,,,,,0.45
,,,,,,,,,0.53
,,,,,,,,,0.47
,,,,,,,,,0.52
,,,,,,,,,0.52
,,,,,,,,,0.5
,,,,,,,,,0.43
,,,,,,,,,0.47
,,,,,,,,,0.49
,,,,,,,,,0.47
,,,,,,,,,0.5
,,,,,,,,,0.54
,,,,,,,,,0.47
,,,,,,,,,0.52
,,,,,,,,,0.56
,,,,,,,,,0.5
,,,,,,,,,0.5
,,,,,,,,,0.53
,,,,,,,,,0.5
,,,,,,,,,0.48
,,,,,,,,,0.5
,,,,,,,,,0.49
,,,,,,,,,0.51
,,,,,,,,,0.48
,,,,,,,,,0.48
,,,,,,,,,0.51
,,,,,,,,,0.52
,,,,,,,,,0.48
,,,,,,,,,0.49
,,,,,,,,,0.5
,,,,,,,,,0.49
,,,,,,,,,0.46
,,,,,,,,,0.53
,,,,,,,,,0.46
,,,,,,,,,0.47
,,,,,,,,,0.53
,,,,,,,,,0.47
,,,,,,,,,0.53
,,,,,,,,,0.47
,,,,,,,,,0.55
,,,,,,,,,0.4
,,,,,,,,,0.53
,,,,,,,,,0.47
,,,,,,,,,0.5
,,,,,,,,,0.53
,,,,,,,,,0.47
,,,,,,,,,0.45
,,,,,,,,,0.54
,,,,,,,,,0.46
,,,,,,,,,0.47
,,,,,,,,,0.47
,,,,,,,,,0.49
,,,,,,,,,0.51
,,,,,,,,,0.51
,,,,,,,,,0.47
,,,,,,,,,0.52
,,,,,,,,,0.46
,,,,,,,,,0.46
,,,,,,,,,0.48
,,,,,,,,,0.46
,,,,,,,,,0.5
,,,,,,,,,0.53
,,,,,,,,,0.43
,,,,,,,,,0.45
,,,,,,,,,0.5
,,,,,,,,,0.53
,,,,,,,,,0.45
,,,,,,,,,0.52
,,,,,,,,,0.46
,,,,,,,,,0.54
,,,,,,,,,0.46
,,,,,,,,,0.51
,,,,,,,,,0.48
,,,,,,,,,0.51
,,,,,,,,,0.47
,,,,,,,,,0.48
,,,,,,,,,0.47
,,,,,,,,,0.52
,,,,,,,,,0.5
,,,,,,,,,0.43
,,,,,,,,,0.46
,,,,,,,,,0.43
,,,,,,,,,0.52
,,,,,,,,,0.43
,,,,,,,,,0.42
,,,,,,,,,0.53
,,,,,,,,,0.48
,,,,,,,,,0.46
,,,,,,,,,0.47
,,,,,,,,,0.52
,,,,,,,,,0.51
,,,,,,,,,0.45
,,,,,,,,,0.47
,,,,,,,,,0.48
,,,,,,,,,0.44
,,,,,,,,,0.5
,,,,,,,,,0.41
,,,,,,,,,0.5
,,,,,,,,,0.45
,,,,,,,,,0.43
,,,,,,,,,0.46
,,,,,,,,,0.47
,,,,,,,,,0.51
,,,,,,,,,0.5
,,,,,,,,,0.47
,,,,,,,,,0.45
,,,,,,,,,0.47
,,,,,,,,,0.46
,,,,,,,,,0.46
,,,,,,,,,0.5
,,,,,,,,,0.49
,,,,,,,,,0.44
,,,,,,,,,0.45
,,,,,,,,,0.43
,,,,,,,,,0.52
,,,,,,,,,0.47
,,,,,,,,,0.54
,,,,,,,,,0.49
,,,,,,,,,0.46
,,,,,,,,,0.46
,,,,,,,,,0.44
,,,,,,,,,0.52
,,,,,,,,,0.49
,,,,,,,,,0.49
,,,,,,,,,0.48
,,,,,,,,,0.47
,,,,,,,,,0.53
,,,,,,,,,0.42
,,,,,,,,,0.56
,,,,,,,,,0.49
,,,,,,,,,0.47
,,,,,,,,,0.48
,,,,,,,,,0.49
,,,,,,,,,0.52
,,,,,,,,,0.53
,,,,,,,,,0.46
,,,,,,,,,0.47
,,,,,,,,,0.49
,,,,,,,,,0.51
,,,,,,,,,0.48
,,,,,,,,,0.49
,,,,,,,,,0.45
,,,,,,,,,0.48
,,,,,,,,,0.48
,,,,,,,,,0.54
,,,,,,,,,0.47
,,,,,,,,,0.45
,,,,,,,,,0.53
,,,,,,,,,0.49
,,,,,,,,,0.43
,,,,,,,,,0.48
,,,,,,,,,0.42
,,,,,,,,,0.47
,,,,,,,,,0.48
,,,,,,,,,0.53
,,,,,,,,,0.44
,,,,,,,,,
,,,,,,,,,0.49
,,,,,,,,,0.51
,,,,,,,,,0.46
,,,,,,,,,0.5
,,,,,,,,,0.5
,,,,,,,,,0.43
,,,,,,,,,0.47
,,,,,,,,,0.46
,,,,,,,,,0.46
,,,,,,,,,0.47
,,,,,,,,,0.46
,,,,,,,,,0.46
,,,,,,,,,0.47
,,,,,,,,,0.45
,,,,,,,,,0.51
,,,,,,,,,0.46
,,,,,,,,,0.55
,,,,,,,,,0.49
,,,,,,,,,0.46
,,,,,,,,,0.49
,,,,,,,,,0.5
,,,,,,,,,0.46
,,,,,,,,,0.48
,,,,,,,,,0.48
,,,,,,,,,0.48
,,,,,,,,,0.47
,,,,,,,,,0.53
,,,,,,,,,0.48
,,,,,,,,,0.46
,,,,,,,,,0.48
,,,,,,,,,0.52
,,,,,,,,,0.51
,,,,,,,,,0.45
,,,,,,,,,0.48
,,,,,,,,,0.47
,,,,,,,,,0.44
,,,,,,,,,0.52
,,,,,,,,,0.48
,,,,,,,,,0.46
,,,,,,,,,0.53
,,,,,,,,,0.49
,,,,,,,,,0.55
,,,,,,,,,0.5
,,,,,,,,,0.46
,,,,,,,,,0.49
,,,,,,,,,0.47
,,,,,,,,,0.47
,,,,,,,,,0.47
,,,,,,,,,0.48
,,,,,,,,,0.52
,,,,,,,,,0.52
,,,,,,,,,0.42
,,,,,,,,,0.48
,,,,,,,,,0.46
,,,,,,,,,0.5
,,,,,,,,,0.44
,,,,,,,,,0.5
,,,,,,,,,0.45
,,,,,,,,,0.46
,,,,,,,,,0.46
,,,,,,,,,0.49
,,,,,,,,,0.5
,,,,,,,,,0.49
,,,,,,,,,0.47
,,,,,,,,,0.5
,,,,,,,,,0.5
,,,,,,,,,0.49
,,,,,,,,,0.5
,,,,,,,,,0.53
,,,,,,,,,0.46
,,,,,,,,,0.46
,,,,,,,,,0.5
,,,,,,,,,0.46
,,,,,,,,,0.48
,,,,,,,,,0.46
,,,,,,,,,0.49
,,,,,,,,,0.39
,,,,,,,,,0.37
